"SETTLEMENT_DATE","SETTLEMENT_PERIOD","ND","FORECAST_ACTUAL_INDICATOR","TSD","ENGLAND_WALES_DEMAND","EMBEDDED_WIND_GENERATION","EMBEDDED_WIND_CAPACITY","EMBEDDED_SOLAR_GENERATION","EMBEDDED_SOLAR_CAPACITY","NON_BM_STOR","PUMP_STORAGE_PUMPING","SCOTTISH_TRANSFER","IFA_FLOW","IFA2_FLOW","BRITNED_FLOW","MOYLE_FLOW","EAST_WEST_FLOW","NEMO_FLOW","NSL_FLOW","ELECLINK_FLOW","VIKING_FLOW","GREENLINK_FLOW"
"2026-03-01",1,24615,"A",26853,22745,2169,6606,0,21504,0,12,3422,1504,992,-644,-433,-51,886,768,997,991,-498
"2026-03-01",2,25043,"A",26975,23215,2238,6606,0,21504,0,12,3892,1503,992,-647,-303,-3,885,772,997,991,-367
"2026-03-01",3,24661,"A",26195,22781,2289,6606,0,21504,0,13,4131,1504,992,-545,-153,0,467,400,996,990,-223
"2026-03-01",4,24034,"A",25441,22267,2339,6606,0,21504,0,13,4291,1502,988,-541,-94,0,449,323,994,981,-159
"2026-03-01",5,22956,"A",24403,21305,2409,6606,0,21504,0,11,4550,1363,852,-752,-8,0,384,-52,892,737,-24
"2026-03-01",6,22626,"A",24129,21000,2479,6606,0,21504,0,13,4704,1353,843,-761,0,0,381,-129,882,708,0
"2026-03-01",7,21990,"A",23880,20443,2555,6606,0,21504,0,17,4720,1267,843,-765,0,0,265,-508,764,271,68
"2026-03-01",8,21717,"A",23950,20204,2630,6606,0,21504,0,281,4836,1257,843,-766,52,0,261,-586,754,235,172
"2026-03-01",9,21128,"A",24040,19648,2696,6606,0,21504,0,296,4968,1076,843,-1043,8,0,33,-973,712,134,190
"2026-03-01",10,21006,"A",24068,19478,2761,6606,0,21504,0,357,4802,1069,847,-1055,0,0,24,-1050,717,107,152
"2026-03-01",11,20795,"A",25278,19282,2835,6606,0,21504,0,767,5085,1482,983,-1055,0,0,286,-1406,980,-655,152
"2026-03-01",12,20720,"A",25423,19189,2909,6606,0,21504,0,894,5084,1503,988,-1055,0,0,296,-1451,996,-703,200
"2026-03-01",13,21230,"A",25943,19695,3019,6606,0,21504,0,1081,5234,1364,864,-1055,0,0,159,-1451,997,-526,200
"2026-03-01",14,21799,"A",26614,20315,3129,6606,0,21504,0,1201,5355,1355,859,-1055,3,0,154,-1452,996,-507,200
"2026-03-01",15,22556,"A",27259,21047,3210,6606,82,21504,0,1462,5550,1355,983,-932,77,0,215,-1452,996,-257,200
"2026-03-01",16,23088,"A",27689,21509,3290,6606,493,21504,0,1497,5575,1357,992,-823,15,0,223,-1439,997,-242,169
"2026-03-01",17,24397,"A",28213,22707,3412,6606,1124,21504,0,1619,5382,1495,992,434,0,0,777,-1262,992,-335,37
"2026-03-01",18,25119,"A",28830,23344,3534,6606,1924,21504,0,1494,5589,1503,992,498,0,0,803,-1239,992,-321,-57
"2026-03-01",19,25444,"A",29163,23557,3597,6606,2756,21504,0,1756,5144,1502,992,900,0,0,940,-1239,996,436,-124
"2026-03-01",20,25390,"A",29327,23580,3660,6606,3254,21504,0,1802,5194,1502,992,917,-24,0,945,-1239,996,491,-272
"2026-03-01",21,25385,"A",29305,23527,3744,6606,4117,21504,0,1802,5177,1502,992,1041,0,0,1014,-1239,996,603,-279
"2026-03-01",22,25146,"A",29028,23280,3828,6606,3960,21504,0,1780,5123,1499,986,1045,0,0,1016,-1209,996,606,-293
"2026-03-01",23,25421,"A",28664,23507,3915,6606,4039,21504,0,1461,4952,1263,768,950,0,0,950,-818,997,399,-364
"2026-03-01",24,26121,"A",29437,24134,4002,6606,3930,21504,0,1683,5082,1252,759,947,0,0,948,-765,997,386,-268
"2026-03-01",25,26871,"A",30135,24879,4052,6606,3928,21504,0,1703,5254,1489,977,935,0,0,1014,-717,997,479,-244
"2026-03-01",26,27088,"A",30242,25086,4102,6606,3831,21504,0,1730,5253,1502,992,934,0,0,1016,-708,997,494,-116
"2026-03-01",27,27418,"A",30542,25399,4109,6606,3634,21504,0,1745,5287,1502,992,1040,-12,0,1016,-678,996,804,-89
"2026-03-01",28,27576,"A",30540,25616,4115,6606,3750,21504,0,1649,5470,1502,992,1042,0,0,1016,-682,996,812,-33
"2026-03-01",29,27305,"A",29662,25394,4145,6606,3451,21504,0,973,5585,1502,992,636,0,0,795,-784,996,298,69
"2026-03-01",30,27536,"A",29493,25575,4175,6606,3148,21504,0,591,5639,1502,992,579,32,0,786,-766,996,240,184
"2026-03-01",31,27745,"A",30008,25742,4198,6606,2419,21504,0,258,5726,1502,992,-503,165,57,866,-392,996,-510,200
"2026-03-01",32,28827,"A",31045,26879,4220,6606,1827,21504,0,165,5684,1502,992,-551,148,11,869,-338,997,-564,200
"2026-03-01",33,30630,"A",32342,28636,4238,6606,1149,21504,0,154,5612,1502,992,94,186,0,812,-233,996,-725,200
"2026-03-01",34,31669,"A",33349,29601,4255,6606,383,21504,0,155,5664,1502,992,102,200,25,810,-206,996,-719,200
"2026-03-01",35,33147,"A",33983,31053,4316,6606,47,21504,0,158,5747,1502,992,325,115,0,580,-27,997,-51,199
"2026-03-01",36,33754,"A",34508,31626,4376,6606,0,21504,0,154,5569,1502,991,348,8,0,571,7,997,19,200
"2026-03-01",37,34652,"A",35343,32489,4486,6606,0,21504,0,91,5775,1502,992,851,54,0,716,149,996,830,200
"2026-03-01",38,34045,"A",34670,31907,4596,6606,0,21504,0,4,5155,1502,992,873,-21,0,721,137,996,869,183
"2026-03-01",39,32921,"A",33902,30959,4742,6606,0,21504,0,4,5684,1503,992,437,-136,0,604,-241,997,143,55
"2026-03-01",40,31525,"A",32618,29752,4887,6606,0,21504,0,11,5853,1503,992,402,-97,0,601,-317,997,73,-68
"2026-03-01",41,29941,"A",32617,28296,4981,6606,0,21504,0,7,5788,1502,992,-318,-220,0,981,-699,997,-613,-219
"2026-03-01",42,28840,"A",32084,27256,5074,6606,0,21504,0,116,5634,1502,992,-357,-288,-68,984,-777,997,-670,-368
"2026-03-01",43,27429,"A",32306,26010,5156,6606,0,21504,0,281,5734,1504,992,-716,-345,-219,282,-1168,997,-1065,-483
"2026-03-01",44,26293,"A",31598,24940,5238,6606,0,21504,0,397,5643,1503,992,-731,-381,-371,239,-1219,996,-1092,-514
"2026-03-01",45,24520,"A",30374,23379,5264,6606,0,21504,0,413,5982,1466,992,-880,-381,-506,-230,-1238,990,-1092,-514
"2026-03-01",46,22980,"A",28995,21970,5290,6606,0,21504,0,512,5993,1465,992,-884,-381,-529,-264,-1239,989,-1092,-514
"2026-03-01",47,22012,"A",29408,21065,5294,6606,0,21504,0,1002,6036,1505,992,-1057,-381,-529,-982,-1239,997,-1092,-514
"2026-03-01",48,20955,"A",28665,20047,5298,6606,0,21504,0,1270,5705,1507,992,-1063,-381,-529,-1022,-1239,997,-1092,-514
"2026-03-02",1,21296,"A",29033,20387,5305,6606,0,21504,0,1302,5645,1507,992,-1058,-381,-529,-1022,-1239,998,-1092,-514
"2026-03-02",2,21950,"A",29756,21013,5311,6606,0,21504,0,1371,5922,1507,992,-1059,-381,-529,-1022,-1239,997,-1092,-513
"2026-03-02",3,22076,"A",30064,21241,5286,6606,0,21504,0,1555,6002,1507,992,-1057,-381,-529,-1022,-1239,997,-1092,-513
"2026-03-02",4,21541,"A",29545,20717,5260,6606,0,21504,0,1570,5832,1506,992,-1057,-381,-529,-1022,-1239,998,-1092,-514
"2026-03-02",5,21102,"A",29099,20304,5211,6606,0,21504,0,1551,5851,1392,992,-1056,-394,-529,-1022,-1239,998,-1092,-514
"2026-03-02",6,20772,"A",28849,19927,5162,6606,0,21504,0,1560,5713,1387,992,-1056,-451,-530,-1022,-1253,997,-1092,-513
"2026-03-02",7,20065,"A",28290,19201,5065,6606,0,21504,0,1531,5357,1460,992,-1057,-452,-528,-1022,-1430,984,-1092,-513
"2026-03-02",8,19911,"A",28154,19013,4968,6606,0,21504,0,1530,5545,1465,992,-1056,-451,-527,-1022,-1452,982,-1092,-513
"2026-03-02",9,19832,"A",27780,18977,4788,6606,0,21504,0,1518,5479,1505,992,-960,-452,-528,-839,-1453,996,-1085,-513
"2026-03-02",10,20039,"A",27946,19018,4608,6606,0,21504,0,1514,4964,1507,992,-957,-451,-528,-832,-1428,997,-1083,-514
"2026-03-02",11,20533,"A",27937,19336,4441,6606,0,21504,0,1207,4553,1507,992,-1015,-452,-506,-903,-1116,997,-1091,-514
"2026-03-02",12,21409,"A",28081,19964,4274,6606,0,21504,0,761,3746,1507,992,-1017,-436,-370,-835,-1047,998,-1092,-514
"2026-03-02",13,24082,"A",29179,22344,4123,6606,0,21504,0,634,3281,1503,991,-1054,-328,-217,482,-658,997,-1092,-514
"2026-03-02",14,26089,"A",30265,24208,3972,6606,0,21504,0,119,3618,1503,991,-914,-346,-65,604,-579,997,-1039,-514
"2026-03-02",15,28958,"A",30855,26792,3727,6606,205,21504,0,79,3205,1502,991,94,-448,-56,935,-200,997,73,-514
"2026-03-02",16,29950,"A",31852,27465,3481,6606,1020,21504,0,9,3231,1502,991,122,-452,-205,948,-123,997,191,-513
"2026-03-02",17,30567,"A",32334,27838,3329,6606,2098,21504,0,8,2863,1502,991,985,-452,-193,995,253,997,925,-514
"2026-03-02",18,30646,"A",32412,27461,3176,6606,2940,21504,0,8,2696,1502,991,1043,-451,-194,997,290,997,977,-513
"2026-03-02",19,30146,"A",31899,27149,3126,6606,4028,21504,0,8,2782,1502,991,1043,-451,-181,1016,169,997,989,-513
"2026-03-02",20,29293,"A",30945,26254,3076,6606,5260,21504,0,8,2760,1502,991,1045,-451,-79,1016,143,997,990,-514
"2026-03-02",21,28420,"A",29990,25532,3021,6606,6381,21504,0,8,2806,1503,991,1044,-448,0,1016,12,997,990,-514
"2026-03-02",22,27789,"A",29190,25058,2966,6606,7277,21504,0,8,2989,1503,991,1044,-345,0,1016,-5,997,990,-443
"2026-03-02",23,27391,"A",28490,24792,2904,6606,8459,21504,0,8,3239,1503,991,1045,-195,59,1016,-5,997,990,-291
"2026-03-02",24,27075,"A",27872,24590,2841,6606,8872,21504,0,9,3614,1503,991,1044,-44,12,1016,-5,997,990,-139
"2026-03-02",25,27264,"A",27877,24908,2813,6606,9141,21504,0,8,3924,1502,991,1044,2,0,1016,-5,997,990,6
"2026-03-02",26,27112,"A",27825,24897,2785,6606,9071,21504,0,108,4159,1503,992,1045,0,0,1016,-5,997,990,26
"2026-03-02",27,26602,"A",27504,24514,2753,6606,8419,21504,0,285,4531,1502,992,1045,0,0,1016,-7,997,977,-10
"2026-03-02",28,25911,"A",27198,23978,2721,6606,7928,21504,0,548,4648,1503,992,1035,0,0,1012,-26,997,957,-113
"2026-03-02",29,25761,"A",27193,23977,2681,6606,7188,21504,0,324,4817,1503,992,418,0,0,538,-265,997,281,-243
"2026-03-02",30,26262,"A",27807,24554,2641,6606,6179,21504,0,410,4996,1504,992,372,6,13,517,-271,998,182,-264
"2026-03-02",31,27020,"A",29990,25357,2564,6606,5129,21504,0,525,5019,1504,992,-667,61,109,568,40,997,-938,-240
"2026-03-02",32,28866,"A",32103,27062,2486,6606,3902,21504,0,416,4826,1503,992,-810,-31,22,569,108,997,-1039,-341
"2026-03-02",33,31087,"A",34846,29090,2442,6606,2684,21504,0,409,4937,1503,992,-1047,-173,-60,217,482,997,-1086,-384
"2026-03-02",34,33248,"A",37274,31130,2398,6606,1311,21504,0,403,5048,1501,992,-1056,-325,-55,180,558,997,-1088,-499
"2026-03-02",35,34762,"A",39525,32560,2447,6606,266,21504,0,401,4884,1337,992,-1056,-443,-113,-704,930,998,-932,-514
"2026-03-02",36,36196,"A",40957,33838,2496,6606,4,21504,0,386,4775,1310,986,-1057,-411,-181,-760,1004,981,-852,-514
"2026-03-02",37,37015,"A",40534,34483,2562,6606,24,21504,0,251,4496,624,789,-957,-451,-331,-415,1353,383,352,-514
"2026-03-02",38,36812,"A",40439,34282,2628,6606,0,21504,0,242,4495,590,780,-951,-451,-479,-390,1395,362,474,-514
"2026-03-02",39,37120,"A",40093,34702,2655,6606,0,21504,0,245,4332,1233,969,-636,-451,-527,292,1383,948,586,-514
"2026-03-02",40,35737,"A",38705,33543,2682,6606,0,21504,0,251,4163,1277,983,-623,-451,-529,332,1352,984,599,-514
"2026-03-02",41,34815,"A",37710,32627,2673,6606,0,21504,0,250,4393,1491,992,-550,-452,-529,777,980,996,665,-514
"2026-03-02",42,33587,"A",36477,31459,2664,6606,0,21504,0,249,4328,1503,992,-547,-451,-529,796,904,997,655,-514
"2026-03-02",43,32340,"A",35113,30159,2556,6606,0,21504,0,250,4399,1504,992,-421,-452,-528,610,530,998,106,-522
"2026-03-02",44,30845,"A",33544,28626,2447,6606,0,21504,0,189,4427,1504,992,-416,-452,-528,603,500,998,65,-514
"2026-03-02",45,28934,"A",31667,26836,2208,6606,0,21504,0,73,3861,1504,992,-584,-451,-511,826,705,998,22,-514
"2026-03-02",46,27233,"A",29771,25184,1969,6606,0,21504,0,5,3451,1504,992,-553,-451,-415,835,716,997,28,-514
"2026-03-02",47,26007,"A",28127,23991,1824,6606,0,21504,0,125,3108,1504,992,94,-452,-429,705,519,997,390,-514
"2026-03-02",48,25037,"A",27150,23094,1678,6606,0,21504,0,21,3172,1504,992,103,-452,-526,701,524,997,421,-514
"2026-03-03",1,25763,"A",27866,23712,1550,6606,0,21504,0,11,2989,1503,992,426,-451,-527,986,897,998,634,-514
"2026-03-03",2,25995,"A",28103,23913,1422,6606,0,21504,0,15,2889,1503,992,463,-452,-527,998,965,997,658,-514
"2026-03-03",3,25602,"A",27710,23473,1331,6606,0,21504,0,14,2551,1503,992,742,-452,-528,998,1246,998,974,-514
"2026-03-03",4,25118,"A",27224,23191,1239,6606,0,21504,0,12,2586,1503,992,753,-452,-528,998,1288,998,995,-514
"2026-03-03",5,24924,"A",27028,23061,1192,6606,0,21504,0,12,2499,1504,992,747,-451,-527,998,1385,998,941,-514
"2026-03-03",6,24402,"A",26508,22533,1144,6606,0,21504,0,12,2500,1504,992,747,-452,-528,998,1377,998,935,-514
"2026-03-03",7,23992,"A",26097,22155,1129,6606,0,21504,0,12,2618,1503,992,724,-451,-528,998,1118,998,858,-514
"2026-03-03",8,23249,"A",25355,21417,1113,6606,0,21504,0,12,2141,1503,992,661,-452,-528,998,1081,998,842,-514
"2026-03-03",9,23239,"A",25526,21274,1077,6606,0,21504,0,12,2247,1504,992,-182,-451,-528,778,1002,997,454,-514
"2026-03-03",10,23491,"A",25928,21545,1040,6606,0,21504,0,79,2020,1491,990,-278,-451,-515,690,993,997,403,-514
"2026-03-03",11,23277,"A",27713,21212,1029,6606,0,21504,0,278,2325,963,913,-1008,-452,-418,-696,1003,961,-470,-514
"2026-03-03",12,24315,"A",28854,22087,1017,6606,0,21504,0,72,2101,916,896,-1049,-451,-506,-833,1030,943,-514,-514
"2026-03-03",13,26882,"A",31008,24374,1002,6606,0,21504,0,10,2093,433,458,-1056,-452,-527,-967,1356,403,77,-514
"2026-03-03",14,28764,"A",32841,25939,987,6606,1,21504,0,16,2020,423,432,-1039,-451,-528,-929,1397,380,120,-514
"2026-03-03",15,31814,"A",34162,28669,954,6606,277,21504,0,18,1807,1310,581,-236,-452,-528,172,1397,739,222,-514
"2026-03-03",16,32442,"A",34731,29113,920,6606,1138,21504,0,12,1592,1374,601,-182,-452,-529,268,1397,768,248,-514
"2026-03-03",17,33283,"A",35385,29777,857,6606,2344,21504,0,9,1357,1496,967,821,-451,-528,959,1397,983,942,-514
"2026-03-03",18,32824,"A",34927,29200,794,6606,3603,21504,0,8,1081,1503,992,1047,-452,-529,997,1397,997,990,-514
"2026-03-03",19,31917,"A",34019,28309,720,6606,4843,21504,0,8,947,1503,992,1044,-451,-529,1016,1397,997,989,-514
"2026-03-03",20,31201,"A",33303,27611,645,6606,5949,21504,0,8,814,1503,992,1042,-451,-529,1017,1397,997,989,-514
"2026-03-03",21,30238,"A",32340,26992,627,6606,6753,21504,0,7,875,1503,992,1043,-452,-529,1017,1397,991,990,-514
"2026-03-03",22,29796,"A",31895,26652,609,6606,7315,21504,0,7,820,1503,992,1044,-451,-527,1017,1397,996,989,-514
"2026-03-03",23,29192,"A",31304,26050,586,6606,7813,21504,0,6,556,1503,992,1043,-451,-529,1017,1397,998,990,-526
"2026-03-03",24,29155,"A",31254,26076,562,6606,8166,21504,0,5,536,1502,992,1043,-452,-529,1017,1397,998,990,-513
"2026-03-03",25,28931,"A",31033,25903,573,6606,8428,21504,0,8,408,1502,992,1044,-452,-528,1017,1397,991,990,-514
"2026-03-03",26,28732,"A",30834,25804,584,6606,7917,21504,0,9,503,1502,992,1043,-452,-527,1017,1397,997,990,-514
"2026-03-03",27,28531,"A",30630,25637,559,6606,7342,21504,0,7,415,1502,992,1044,-452,-527,1017,1397,997,990,-513
"2026-03-03",28,28339,"A",30442,25374,533,6606,7303,21504,0,7,211,1502,992,1043,-452,-527,1016,1397,997,990,-517
"2026-03-03",29,28619,"A",30718,25650,506,6606,6730,21504,0,7,142,1502,992,1043,-451,-527,997,1397,997,990,-514
"2026-03-03",30,29093,"A",31182,26101,479,6606,5668,21504,0,7,275,1502,992,1029,-452,-516,992,1397,997,987,-514
"2026-03-03",31,29759,"A",31755,26755,474,6606,4600,21504,0,7,179,1503,992,248,-452,-423,520,1397,997,867,-514
"2026-03-03",32,31280,"A",33361,28183,469,6606,3456,21504,0,7,66,1503,992,194,-451,-509,500,1397,997,837,-514
"2026-03-03",33,32921,"A",35850,29708,493,6606,2314,21504,0,8,412,1503,992,-828,-452,-527,853,1397,997,54,-514
"2026-03-03",34,34549,"A",37704,31204,516,6606,1233,21504,0,5,593,1503,992,-1055,-452,-527,867,1397,996,-2,-514
"2026-03-03",35,35906,"A",39184,32627,573,6606,352,21504,0,3,722,1503,992,-1048,-452,-528,624,1397,997,-133,-514
"2026-03-03",36,37274,"A",40500,33928,629,6606,10,21504,0,1,597,1503,991,-1028,-451,-527,612,1397,996,-105,-514
"2026-03-03",37,38237,"A",40532,34768,708,6606,58,21504,0,1,578,1504,982,-201,-452,-527,221,1397,951,910,-514
"2026-03-03",38,38128,"A",40380,34516,786,6606,0,21504,0,1,610,1504,982,-146,-452,-527,218,1397,950,992,-526
"2026-03-03",39,38120,"A",40215,34558,839,6606,0,21504,0,2,1006,1502,992,328,-451,-528,955,1397,994,1115,-514
"2026-03-03",40,37094,"A",39188,33557,891,6606,0,21504,0,2,1251,1502,992,348,-451,-527,997,1397,997,1120,-514
"2026-03-03",41,35933,"A",38028,32580,969,6606,0,21504,0,2,1309,1503,992,3,-452,-527,797,1397,997,972,-514
"2026-03-03",42,34412,"A",36509,31266,1046,6606,0,21504,0,2,1601,1503,992,0,-451,-530,789,1397,997,957,-514
"2026-03-03",43,33264,"A",35444,30329,1091,6606,0,21504,0,7,2027,1504,992,-100,-452,-507,739,1397,997,877,-514
"2026-03-03",44,31190,"A",33238,28372,1136,6606,0,21504,0,7,2197,1503,992,-105,-451,-371,737,1368,997,861,-514
"2026-03-03",45,29452,"A",31256,26893,1166,6606,0,21504,0,7,2550,1503,992,250,-452,-231,949,1012,997,511,-514
"2026-03-03",46,27828,"A",29437,25456,1195,6606,0,21504,0,11,2528,1503,992,306,-406,-78,957,996,997,498,-514
"2026-03-03",47,26522,"A",28070,24259,1195,6606,0,21504,0,13,2715,1503,992,986,-415,0,995,1352,996,928,-514
"2026-03-03",48,25551,"A",27082,23414,1194,6606,0,21504,0,14,2954,1502,992,1002,-372,0,997,1397,997,957,-514
"2026-03-04",1,25903,"A",27635,23730,1195,6606,0,21504,0,92,3049,1502,992,1002,-448,-47,997,1397,996,958,-514
"2026-03-04",2,26416,"A",28285,24289,1196,6606,0,21504,0,283,3278,1502,992,1003,-452,-16,997,1397,997,957,-514
"2026-03-04",3,26027,"A",28039,23963,1195,6606,0,21504,0,340,3243,1503,992,1003,-452,-106,997,1397,997,958,-514
"2026-03-04",4,25251,"A",27348,23168,1194,6606,0,21504,0,396,2884,1502,992,1002,-452,-135,997,1397,997,955,-514
"2026-03-04",5,24906,"A",27126,22804,1172,6606,0,21504,0,500,2981,1503,992,1002,-452,-154,997,1397,997,852,-514
"2026-03-04",6,24412,"A",26813,22304,1150,6606,0,21504,0,666,2797,1503,992,1003,-452,-169,997,1397,997,844,-514
"2026-03-04",7,24315,"A",26560,22298,1131,6606,0,21504,0,613,2752,1503,992,743,-452,-66,997,1397,997,820,-514
"2026-03-04",8,23849,"A",26164,21895,1111,6606,0,21504,0,659,2475,1504,992,651,-452,-90,997,1397,997,796,-514
"2026-03-04",9,23416,"A",25838,21398,1102,6606,0,21504,0,455,2344,1503,992,-392,-429,-5,982,1397,997,-27,-514
"2026-03-04",10,23690,"A",26113,21594,1093,6606,0,21504,0,314,2266,1504,992,-476,-431,0,851,1397,997,-101,-501
"2026-03-04",11,23748,"A",27617,21712,1130,6606,0,21504,0,20,3087,1504,990,-994,-300,0,-816,1397,997,-734,-405
"2026-03-04",12,24471,"A",28577,22372,1167,6606,0,21504,0,21,3209,1500,985,-997,-218,0,-1021,1397,992,-775,-474
"2026-03-04",13,26758,"A",30308,24494,1226,6606,0,21504,0,16,3367,1317,798,-902,-223,-1,-717,1397,822,-688,-403
"2026-03-04",14,29127,"A",32808,26638,1284,6606,0,21504,0,10,3411,1309,790,-879,-357,-92,-665,1397,816,-588,-490
"2026-03-04",15,32130,"A",33972,29393,1328,6606,162,21504,0,14,3200,1491,974,-143,-326,-245,403,1397,985,784,-514
"2026-03-04",16,32869,"A",34928,29965,1372,6606,825,21504,0,11,3404,1504,987,-106,-431,-397,487,1397,996,939,-514
"2026-03-04",17,33013,"A",34995,29969,1355,6606,1698,21504,0,10,2896,1503,991,793,-451,-407,975,1397,997,985,-514
"2026-03-04",18,33051,"A",35061,29985,1338,6606,2582,21504,0,11,3081,1503,991,1002,-451,-434,997,1397,997,987,-514
"2026-03-04",19,32771,"A",34772,29722,1300,6606,3541,21504,0,7,2985,1503,991,1001,-451,-429,1016,1397,997,989,-514
"2026-03-04",20,31693,"A",33649,28674,1262,6606,4451,21504,0,12,3032,1503,991,1002,-451,-379,1016,1397,997,990,-514
"2026-03-04",21,31289,"A",33272,28310,1205,6606,5341,21504,0,62,3199,1503,991,1003,-452,-355,1017,1397,996,990,-514
"2026-03-04",22,30272,"A",32203,27320,1147,6606,6289,21504,0,165,3051,1503,991,1002,-451,-202,1016,1397,996,990,-513
"2026-03-04",23,29331,"A",31110,26513,1159,6606,7212,21504,0,164,3051,1503,991,1001,-396,-173,1016,1397,997,990,-446
"2026-03-04",24,28342,"A",30030,25499,1171,6606,7868,21504,0,165,2548,1503,991,1002,-441,-184,1017,1397,996,990,-298
"2026-03-04",25,27569,"A",29371,24764,1248,6606,8324,21504,0,163,2394,1503,991,1002,-452,-312,1017,1397,996,990,-275
"2026-03-04",26,27012,"A",28752,24280,1324,6606,8494,21504,0,161,2329,1503,991,1003,-452,-241,1017,1397,996,990,-286
"2026-03-04",27,26565,"A",28465,23827,1393,6606,8443,21504,0,328,2345,1503,992,1002,-452,-248,1017,1397,996,990,-272
"2026-03-04",28,26477,"A",28540,23701,1461,6606,8257,21504,0,343,2206,1503,992,1002,-447,-352,1017,1389,996,990,-321
"2026-03-04",29,26679,"A",28558,24011,1498,6606,7681,21504,0,340,2676,1503,992,1003,-367,-228,998,1288,996,990,-344
"2026-03-04",30,26874,"A",28654,24284,1535,6606,6734,21504,0,342,2711,1503,992,1001,-407,-76,997,1284,996,866,-355
"2026-03-04",31,27465,"A",29526,24910,1509,6606,5553,21504,0,197,3108,1503,991,369,-279,59,997,1384,996,-753,-232
"2026-03-04",32,29398,"A",31626,26769,1483,6606,4272,21504,0,165,3029,1504,992,280,-185,12,953,1397,997,-959,-319
"2026-03-04",33,30535,"A",33732,27781,1490,6606,2942,21504,0,172,3037,1506,992,-793,-80,0,-147,1397,997,-1083,-322
"2026-03-04",34,32523,"A",36141,29643,1497,6606,1596,21504,0,164,3310,1506,992,-997,-155,0,-241,1397,997,-1093,-368
"2026-03-04",35,34550,"A",38754,31567,1568,6606,456,21504,0,158,3570,1507,992,-997,-148,0,-847,1397,998,-1093,-361
"2026-03-04",36,36364,"A",40579,33425,1639,6606,19,21504,0,154,3501,1507,992,-997,-226,0,-854,1397,998,-1092,-292
"2026-03-04",37,37348,"A",40388,34372,1779,6606,27,21504,0,161,3259,1505,992,-786,-184,0,28,1397,997,-1073,-236
"2026-03-04",38,37519,"A",40401,34468,1918,6606,0,21504,0,163,3357,1503,992,-699,-122,0,87,1397,996,-1053,-245
"2026-03-04",39,37683,"A",39167,34711,2031,6606,0,21504,0,169,3316,1409,992,156,-66,0,541,1397,972,-400,-249
"2026-03-04",40,36618,"A",38160,33713,2144,6606,0,21504,0,167,3505,1405,992,169,-211,0,563,1397,971,-362,-202
"2026-03-04",41,35087,"A",37357,32411,2249,6606,0,21504,0,165,3480,1495,992,-232,-327,0,955,1397,995,-605,-341
"2026-03-04",42,33659,"A",35896,31081,2354,6606,0,21504,0,164,3534,1502,992,-254,-219,0,972,1397,997,-620,-380
"2026-03-04",43,32387,"A",34381,29946,2379,6606,0,21504,0,220,3690,1502,992,-215,-78,0,996,1397,997,-553,-328
"2026-03-04",44,30826,"A",32754,28382,2403,6606,0,21504,0,220,3851,1502,992,-211,-5,0,997,1371,997,-549,-343
"2026-03-04",45,28868,"A",30693,26491,2433,6606,0,21504,0,222,3958,1502,992,-3,-12,0,997,1035,996,-652,-336
"2026-03-04",46,27599,"A",29545,25501,2463,6606,0,21504,0,219,4211,1502,992,0,-61,0,997,1002,997,-648,-418
"2026-03-04",47,25876,"A",27727,23949,2431,6606,0,21504,0,464,4540,1502,992,-140,-29,0,883,1101,996,-225,-393
"2026-03-04",48,25031,"A",26920,23154,2398,6606,0,21504,0,630,4480,1502,992,-149,0,0,880,1132,996,-183,-327
"2026-03-05",1,25314,"A",27460,23387,2432,6606,0,21504,0,1091,4185,1502,992,137,0,0,993,1368,997,232,-455
"2026-03-05",2,25937,"A",27966,24155,2465,6606,0,21504,0,1007,4513,1502,992,148,0,0,997,1397,996,269,-422
"2026-03-05",3,25525,"A",27778,23822,2458,6606,0,21504,0,1169,4486,1502,992,278,-1,0,997,1397,997,480,-483
"2026-03-05",4,24895,"A",27130,23191,2451,6606,0,21504,0,1169,4144,1502,992,283,-95,0,997,1395,996,486,-371
"2026-03-05",5,24467,"A",26768,22819,2460,6606,0,21504,0,1162,3849,1502,992,444,-226,0,997,1372,997,167,-313
"2026-03-05",6,24051,"A",26420,22481,2468,6606,0,21504,0,1164,4018,1502,992,432,-292,0,997,1368,997,131,-313
"2026-03-05",7,23220,"A",26180,21781,2437,6606,0,21504,0,979,3944,1504,992,-365,-311,0,856,1348,997,-391,-314
"2026-03-05",8,22780,"A",26064,21402,2405,6606,0,21504,0,1142,4025,1503,992,-411,-379,0,849,1337,997,-438,-314
"2026-03-05",9,22567,"A",26471,21321,2382,6606,0,21504,0,1008,4405,1504,992,-775,-331,-4,439,1234,997,-873,-313
"2026-03-05",10,22546,"A",26443,21280,2359,6606,0,21504,0,965,4564,1505,992,-792,-239,-79,399,1233,997,-908,-314
"2026-03-05",11,22479,"A",26685,21247,2324,6606,0,21504,0,673,4689,1506,991,-993,-105,-6,-456,1379,997,-1078,-295
"2026-03-05",12,23339,"A",27152,21972,2288,6606,0,21504,0,312,4464,1507,991,-997,-142,0,-510,1397,998,-1089,-163
"2026-03-05",13,25542,"A",29001,23962,2256,6606,0,21504,0,316,4644,1507,991,-997,-30,14,-454,1397,998,-1023,-39
"2026-03-05",14,27693,"A",30947,25992,2223,6606,6,21504,0,314,4749,1507,991,-870,-26,0,-388,1397,998,-915,-141
