"SETTLEMENT_DATE","SETTLEMENT_PERIOD","ND","FORECAST_ACTUAL_INDICATOR","TSD","ENGLAND_WALES_DEMAND","EMBEDDED_WIND_GENERATION","EMBEDDED_WIND_CAPACITY","EMBEDDED_SOLAR_GENERATION","EMBEDDED_SOLAR_CAPACITY","NON_BM_STOR","PUMP_STORAGE_PUMPING","SCOTTISH_TRANSFER","IFA_FLOW","IFA2_FLOW","BRITNED_FLOW","MOYLE_FLOW","EAST_WEST_FLOW","NEMO_FLOW","NSL_FLOW","ELECLINK_FLOW","VIKING_FLOW","GREENLINK_FLOW"
"2026-03-12",25,31710,"A",33234,29372,5692,6606,2986,21504,0,4,4331,1503,991,1064,-451,-27,871,640,997,991,-442
"2026-03-12",26,31769,"A",33253,29477,5597,6606,2699,21504,0,10,4589,1503,991,1065,-451,-2,871,680,997,991,-421
"2026-03-12",27,31706,"A",33190,29494,5657,6606,2406,21504,0,12,4890,1503,991,1062,-436,0,870,445,997,991,-436
"2026-03-12",28,31778,"A",33110,29625,5716,6606,2163,21504,0,8,5018,1504,991,1063,-346,0,870,428,996,991,-378
"2026-03-12",29,32013,"A",33284,29809,5704,6606,1685,21504,0,11,5176,1502,991,1062,-304,0,851,712,996,991,-356
"2026-03-12",30,32013,"A",33221,29784,5691,6606,1201,21504,0,12,5175,1502,991,1062,-245,0,850,740,996,997,-351
"2026-03-12",31,32224,"A",33436,30031,5692,6606,954,21504,0,12,5233,1501,991,1068,-224,0,850,529,997,1388,-376
"2026-03-12",32,32802,"A",33984,30528,5693,6606,678,21504,0,10,5027,1501,992,1068,-150,0,850,521,997,1425,-422
"2026-03-12",33,33424,"A",34571,31008,5625,6606,407,21504,0,14,5229,1501,991,1068,-141,0,851,892,996,1424,-392
"2026-03-12",34,34044,"A",35448,31617,5556,6606,231,21504,0,12,5062,1501,992,1068,-291,0,851,970,997,1424,-501
"2026-03-12",35,35386,"A",36940,32841,5479,6606,81,21504,0,2,4565,1501,992,1066,-427,-12,987,1342,997,1424,-513
"2026-03-12",36,36290,"A",37845,33687,5402,6606,7,21504,0,0,4544,1501,991,1066,-442,0,996,1384,996,1424,-513
"2026-03-12",37,36609,"A",38171,33942,5368,6606,0,21504,0,0,4623,1501,992,1066,-448,0,997,1191,996,1424,-514
"2026-03-12",38,36995,"A",38552,34238,5333,6606,0,21504,0,5,4665,1501,992,1065,-439,0,997,1139,996,1424,-513
"2026-03-12",39,35971,"A",37563,33369,5217,6606,0,21504,0,10,4677,1501,992,1066,-451,-18,997,769,996,1424,-513
"2026-03-12",40,34554,"A",36268,32020,5100,6606,0,21504,0,10,4674,1501,992,1066,-451,-141,997,691,996,1424,-512
"2026-03-12",41,33426,"A",35296,30969,5064,6606,0,21504,0,170,4715,1501,992,1066,-451,-140,997,319,996,1424,-509
"2026-03-12",42,32430,"A",34306,30047,5027,6606,0,21504,0,301,4664,1501,992,1067,-436,-110,997,241,996,1424,-429
"2026-03-12",43,30861,"A",32620,28641,5046,6606,0,21504,0,358,4926,1501,992,676,-308,-6,977,-132,996,1427,-355
"2026-03-12",44,29433,"A",31587,27414,5065,6606,0,21504,0,759,5173,1500,990,646,-158,0,975,-211,992,1428,-426
"2026-03-12",45,27541,"A",30435,25743,5091,6606,0,21504,0,1220,5264,1235,884,461,-33,0,763,-589,695,1428,-452
"2026-03-12",46,26571,"A",29673,24871,5116,6606,0,21504,0,1512,5186,1209,872,438,0,0,744,-669,669,1417,-321
"2026-03-12",47,24212,"A",27933,22691,5068,6606,0,21504,0,1603,5359,795,738,-155,-11,0,114,-1056,650,694,-296
"2026-03-12",48,23872,"A",27690,22368,5020,6606,0,21504,0,1576,5475,753,726,-181,-109,0,64,-1120,647,625,-232
"2026-03-13",1,24149,"A",27307,22595,5009,6606,0,21504,0,1217,5601,422,776,94,-24,0,-12,-1224,600,642,-81
"2026-03-13",2,24429,"A",27707,22878,4998,6606,0,21504,0,1335,5535,390,780,111,0,0,-18,-1239,598,643,-86
"2026-03-13",3,24179,"A",27800,22716,5042,6606,0,21504,0,1294,5816,586,787,103,0,0,-308,-1239,651,313,-180
"2026-03-13",4,23212,"A",26951,21761,5086,6606,0,21504,0,1455,5770,603,781,102,0,0,-329,-1240,654,284,-115
"2026-03-13",5,22787,"A",26305,21461,5096,6606,0,21504,0,1077,5864,668,355,-233,0,0,-193,-1239,550,462,-176
"2026-03-13",6,22333,"A",26412,21019,5105,6606,0,21504,0,1535,5644,669,318,-269,0,0,-182,-1240,541,479,-253
"2026-03-13",7,22260,"A",26406,20929,5144,6606,0,21504,0,1550,5804,20,498,-381,0,0,277,-1240,529,453,-375
"2026-03-13",8,22022,"A",26184,20668,5183,6606,0,21504,0,1554,5663,-39,511,-390,0,0,311,-1239,526,447,-340
"2026-03-13",9,21649,"A",26129,20357,5179,6606,0,21504,0,1768,5718,-219,277,-345,0,0,153,-1239,426,229,-309
"2026-03-13",10,21546,"A",26112,20289,5175,6606,0,21504,0,1850,5936,-241,257,-338,-37,0,141,-1239,416,217,-261
"2026-03-13",11,21647,"A",25849,20435,5128,6606,0,21504,0,1587,6018,-475,366,-8,0,0,-178,-1239,378,797,-115
"2026-03-13",12,22406,"A",26631,21111,5081,6606,0,21504,0,1605,6010,-433,382,0,-14,0,-189,-1233,382,855,-151
"2026-03-13",13,24721,"A",28322,23189,4976,6606,0,21504,0,1298,5453,974,802,-95,-141,-30,658,-1137,860,977,-300
"2026-03-13",14,26658,"A",29855,24939,4871,6606,82,21504,0,793,5204,1205,843,-104,-244,-2,733,-1099,903,991,-355
"2026-03-13",15,29306,"A",31614,27206,4819,6606,607,21504,0,26,5072,1477,978,88,-390,-99,979,-712,989,992,-481
"2026-03-13",16,30053,"A",32392,27773,4766,6606,1527,21504,0,16,4964,1501,991,102,-452,-126,997,-631,997,991,-514
"2026-03-13",17,30299,"A",33030,27855,4713,6606,2528,21504,0,14,4857,1502,992,-708,-452,-190,997,-253,996,988,-514
"2026-03-13",18,30323,"A",33388,27791,4660,6606,3174,21504,0,14,4936,1501,992,-978,-451,-311,997,-198,996,988,-513
"2026-03-13",19,30096,"A",32929,27559,4641,6606,4454,21504,0,14,4920,1502,992,-756,-452,-279,904,-218,996,988,-514
"2026-03-13",20,29486,"A",32352,27009,4622,6606,5459,21504,0,12,4727,1502,992,-739,-452,-305,897,-244,997,988,-514
"2026-03-13",21,28698,"A",32123,26318,4643,6606,6161,21504,0,10,4537,1502,992,-833,-452,-393,990,-623,997,988,-514
"2026-03-13",22,28126,"A",31594,25850,4663,6606,7072,21504,0,10,4508,1502,992,-835,-452,-353,996,-704,996,988,-514
"2026-03-13",23,27820,"A",31130,25686,4589,6606,7543,21504,0,10,4651,1502,992,-328,-452,-380,1015,-1090,996,988,-450
"2026-03-13",24,27578,"A",30844,25410,4514,6606,7878,21504,0,15,4599,1502,992,-286,-451,-381,1016,-1127,996,988,-406
"2026-03-13",25,27671,"A",30626,25309,4435,6606,7795,21504,0,253,4163,1502,992,743,-451,-439,1016,-817,997,988,-395
"2026-03-13",26,27313,"A",30270,24958,4356,6606,7691,21504,0,284,3920,1502,992,984,-452,-479,1016,-752,996,988,-390
"2026-03-13",27,27261,"A",29965,25072,4287,6606,7365,21504,0,279,4250,1502,991,1002,-451,-530,1016,-449,996,988,-395
"2026-03-13",28,27377,"A",29745,25236,4217,6606,6747,21504,0,35,4217,1502,991,1002,-452,-511,1016,-381,997,988,-389
"2026-03-13",29,27293,"A",29126,25125,4088,6606,6138,21504,0,8,4210,1502,991,512,-413,-383,998,-7,997,988,-422
"2026-03-13",30,27668,"A",29428,25501,3958,6606,5631,21504,0,8,4191,1502,991,452,-451,-332,996,73,997,983,-369
"2026-03-13",31,27556,"A",29965,25414,3747,6606,4652,21504,0,8,3948,1502,991,-646,-452,-281,959,443,996,618,-422
"2026-03-13",32,29003,"A",31432,26742,3536,6606,4061,21504,0,8,3686,1502,991,-826,-438,-130,953,521,996,572,-427
"2026-03-13",33,30604,"A",33036,28327,3223,6606,3072,21504,0,10,3895,1503,991,-1006,-340,-10,367,892,996,-128,-338
"2026-03-13",34,32282,"A",35005,29863,2910,6606,2000,21504,0,10,3350,1503,991,-1013,-428,-39,317,971,997,-190,-443
"2026-03-13",35,34302,"A",37167,31719,2684,6606,967,21504,0,4,2947,1504,991,-804,-452,-143,-349,1342,980,146,-513
"2026-03-13",36,35421,"A",38462,32855,2457,6606,148,21504,0,3,3164,1502,991,-777,-452,-294,-401,1397,978,184,-514
"2026-03-13",37,36677,"A",38897,33985,2317,6606,0,21504,0,7,3237,1334,956,-280,-449,-371,138,1397,932,565,-513
"2026-03-13",38,36995,"A",39305,34235,2177,6606,0,21504,0,1,3646,1319,952,-241,-451,-503,178,1397,928,607,-514
"2026-03-13",39,36771,"A",38867,33951,2162,6606,0,21504,0,1,3535,1401,923,603,-451,-530,358,1397,964,955,-514
"2026-03-13",40,36146,"A",38244,33409,2147,6606,0,21504,0,3,3516,1410,921,762,-451,-530,371,1397,967,988,-514
"2026-03-13",41,35116,"A",37213,32354,2065,6606,0,21504,0,3,3315,1451,944,917,-451,-530,522,1397,910,955,-513
"2026-03-13",42,33879,"A",35977,31195,1982,6606,0,21504,0,3,3212,1454,947,929,-451,-530,533,1397,906,952,-514
"2026-03-13",43,32643,"A",34744,30071,1924,6606,0,21504,0,6,3499,1498,987,959,-451,-531,800,1397,969,984,-513
"2026-03-13",44,31580,"A",33680,29106,1866,6606,0,21504,0,5,3445,1502,991,962,-451,-531,820,1397,974,988,-513
"2026-03-13",45,30349,"A",32390,28009,1795,6606,0,21504,0,8,3315,1470,990,902,-451,-469,715,1397,911,987,-513
"2026-03-13",46,28664,"A",30592,26373,1723,6606,0,21504,0,8,2915,1467,990,897,-451,-355,707,1397,906,986,-514
"2026-03-13",47,27376,"A",29266,25170,1744,6606,0,21504,0,8,3171,1407,991,599,-414,-354,836,1397,989,867,-514
"2026-03-13",48,26569,"A",28535,24313,1765,6606,0,21504,0,8,3262,1403,991,576,-401,-443,845,1397,997,857,-514
"2026-03-14",1,26777,"A",28653,24554,1742,6606,0,21504,0,7,3359,1493,992,853,-401,-355,987,1397,997,975,-513
"2026-03-14",2,27387,"A",29091,25176,1718,6606,0,21504,0,5,3285,1502,992,876,-365,-220,997,1397,997,987,-514
"2026-03-14",3,26828,"A",28591,24774,1750,6606,0,21504,0,5,3153,1502,991,990,-361,-283,997,1397,997,987,-514
"2026-03-14",4,26320,"A",28017,24370,1781,6606,0,21504,0,5,3068,1502,992,999,-361,-217,997,1397,997,987,-514
"2026-03-14",5,25743,"A",27485,23823,1742,6606,0,21504,0,5,3030,1502,992,964,-361,-262,997,1397,997,987,-514
"2026-03-14",6,25312,"A",27154,23364,1702,6606,0,21504,0,5,2939,1503,992,962,-362,-361,997,1397,997,987,-514
"2026-03-14",7,24482,"A",26381,22535,1678,6606,0,21504,0,144,2403,1503,992,773,-362,-280,887,1397,997,987,-513
"2026-03-14",8,24195,"A",26110,22426,1653,6606,0,21504,0,185,2516,1503,992,757,-342,-274,879,1397,997,982,-514
"2026-03-14",9,23966,"A",25889,22164,1585,6606,0,21504,0,185,2693,1503,992,658,-341,-283,804,1397,997,674,-514
"2026-03-14",10,23993,"A",25908,22035,1517,6606,0,21504,0,186,2487,1503,992,651,-341,-274,798,1397,997,645,-514
"2026-03-14",11,23767,"A",25497,21734,1471,6606,0,21504,0,52,2136,1503,992,750,-342,-222,983,1397,997,747,-514
"2026-03-14",12,23910,"A",25575,21855,1425,6606,0,21504,0,6,2134,1503,992,757,-342,-203,997,1397,998,760,-514
"2026-03-14",13,24714,"A",26363,22588,1370,6606,0,21504,0,6,1942,1502,992,882,-371,-158,997,1397,997,906,-514
"2026-03-14",14,25272,"A",26881,23138,1315,6606,227,21504,0,6,2248,1502,992,892,-373,-116,997,1397,996,920,-514
"2026-03-14",15,25981,"A",27803,23681,1275,6606,1411,21504,0,6,2041,1502,992,997,-439,-263,997,1397,997,982,-514
"2026-03-14",16,25844,"A",27738,23485,1235,6606,3138,21504,0,7,2007,1502,991,1002,-451,-322,997,1397,997,987,-514
"2026-03-14",17,25534,"A",27568,23098,1128,6606,4995,21504,0,8,1997,1503,991,1002,-452,-460,625,1397,997,856,-514
"2026-03-14",18,24918,"A",27021,22341,1020,6606,6637,21504,0,8,1773,1503,991,1002,-452,-529,597,1397,997,842,-514
"2026-03-14",19,23970,"A",25976,21300,1046,6606,8171,21504,0,8,1750,1503,991,881,-452,-432,480,1397,997,772,-514
"2026-03-14",20,22920,"A",24814,20286,1071,6606,9501,21504,0,7,1569,1503,991,868,-451,-322,471,1397,997,765,-514
"2026-03-14",21,22153,"A",23995,19563,1135,6606,10524,21504,0,89,1672,1503,991,769,-452,-187,433,1397,998,735,-514
"2026-03-14",22,21332,"A",23284,18881,1198,6606,11009,21504,0,210,1685,1504,991,761,-452,-176,430,1397,998,728,-514
"2026-03-14",23,20538,"A",22171,18171,1279,6606,11201,21504,0,11,1695,1504,991,538,-451,-57,316,1397,997,441,-514
"2026-03-14",24,20365,"A",22056,18111,1359,6606,11692,21504,0,11,1663,1504,991,521,-452,-114,307,1397,997,414,-514
"2026-03-14",25,20110,"A",21724,18070,1292,6606,11667,21504,0,11,1676,1503,991,416,-452,-37,351,1397,996,394,-514
"2026-03-14",26,20067,"A",21639,18045,1224,6606,10661,21504,0,7,1790,1503,991,408,-451,0,354,1397,997,392,-514
"2026-03-14",27,20553,"A",22122,18090,1224,6606,10316,21504,0,5,1810,1504,992,707,-450,0,260,1397,997,405,-514
"2026-03-14",28,21273,"A",22824,18993,1223,6606,9608,21504,0,4,2176,1503,992,729,-433,0,255,1391,997,401,-514
"2026-03-14",29,21773,"A",23260,19475,1281,6606,9225,21504,0,4,2259,1503,992,963,-350,0,836,1290,997,-19,-514
"2026-03-14",30,22175,"A",23782,20035,1338,6606,8159,21504,0,4,2311,1503,992,981,-417,0,881,1282,997,-72,-514
"2026-03-14",31,23042,"A",25486,21011,1297,6606,6912,21504,0,4,2533,1503,992,833,-386,-23,771,1382,997,-917,-514
"2026-03-14",32,24210,"A",26923,22107,1255,6606,5530,21504,0,4,1925,1503,992,802,-450,-161,764,1397,996,-993,-505
"2026-03-14",33,26087,"A",28828,23742,1146,6606,4329,21504,0,10,1745,1503,992,128,-452,-313,492,1397,997,-854,-512
"2026-03-14",34,28608,"A",31438,26047,1036,6606,2640,21504,0,10,1674,1503,992,102,-452,-426,472,1397,997,-828,-514
"2026-03-14",35,31203,"A",33460,28352,954,6606,1082,21504,0,4,1189,1502,992,-163,-452,-525,429,1397,997,19,-513
"2026-03-14",36,32925,"A",35213,30000,872,6606,192,21504,0,4,1651,1502,992,-188,-452,-530,426,1397,997,103,-514
"2026-03-14",37,34472,"A",36571,31341,839,6606,0,21504,0,3,1764,1503,992,387,-452,-530,264,1397,998,460,-514
"2026-03-14",38,34836,"A",36936,31611,806,6606,0,21504,0,3,1744,1503,992,464,-452,-531,257,1397,998,497,-514
"2026-03-14",39,35019,"A",37119,31906,826,6606,0,21504,0,3,1713,1502,992,909,-452,-531,941,1397,997,708,-514
"2026-03-14",40,34252,"A",36351,31141,845,6606,0,21504,0,3,1608,1502,992,943,-452,-530,997,1397,997,725,-514
"2026-03-14",41,33412,"A",35517,30357,854,6606,0,21504,0,5,1718,1503,987,721,-452,-530,737,1397,997,485,-518
"2026-03-14",42,32541,"A",34651,29570,862,6606,0,21504,0,14,1694,1503,986,704,-452,-530,718,1397,998,457,-514
"2026-03-14",43,31385,"A",33497,28561,905,6606,0,21504,0,16,1821,1452,902,288,-452,-530,759,1397,998,182,-514
"2026-03-14",44,30407,"A",32485,27807,947,6606,0,21504,0,16,2148,1448,895,256,-436,-512,762,1397,996,157,-514
"2026-03-14",45,28532,"A",30313,26171,969,6606,0,21504,0,17,2202,1439,962,432,-308,-380,375,1397,913,182,-476
"2026-03-14",46,27612,"A",28990,25363,991,6606,0,21504,0,16,2614,1438,968,445,-157,-228,346,1397,906,188,-377
"2026-03-14",47,26939,"A",28321,23957,1111,6606,0,21504,0,168,1996,1418,963,665,-135,-98,343,1397,931,343,-381
"2026-03-14",48,25759,"A",27023,22874,1231,6606,0,21504,0,16,2180,1416,962,682,-144,-2,343,1397,934,361,-502
"2026-03-15",1,25012,"A",26160,23063,1375,6606,0,21504,0,14,3286,1353,989,564,5,-21,336,1397,974,588,-513
"2026-03-15",2,25742,"A",26783,23841,1519,6606,0,21504,0,14,3453,1348,991,556,136,0,335,1397,978,606,-427
"2026-03-15",3,25382,"A",26282,23547,1643,6606,0,21504,0,15,3492,1480,991,877,155,0,508,1397,995,347,-285
"2026-03-15",4,24713,"A",25465,22977,1766,6606,0,21504,0,15,3597,1493,991,900,155,65,521,1397,997,318,-137
"2026-03-15",5,23950,"A",24578,22174,1904,6606,0,21504,0,16,3708,1502,991,314,155,190,313,1397,997,64,-12
"2026-03-15",6,23297,"A",24160,21360,2041,6606,0,21504,0,263,3829,1504,991,264,155,203,297,1397,997,36,63
"2026-03-15",7,22528,"A",23530,20852,2224,6606,0,21504,0,28,4486,1505,992,-294,155,203,124,1397,998,-80,171
"2026-03-15",8,21764,"A",23034,20369,2407,6606,0,21504,0,219,4777,1504,992,-348,155,202,110,1375,997,-103,186
"2026-03-15",9,20743,"A",23694,19652,2664,6606,0,21504,0,250,4853,1506,979,-914,155,203,-426,1034,998,-761,200
"2026-03-15",10,20769,"A",23946,19570,2921,6606,0,21504,0,325,4888,1500,976,-959,155,203,-468,960,995,-825,125
"2026-03-15",11,19685,"A",23669,18937,3237,6606,0,21504,0,328,5284,985,882,-1005,155,202,-983,590,859,-1068,165
"2026-03-15",12,19576,"A",23629,19065,3553,6606,0,21504,0,329,5455,933,866,-1010,155,203,-1022,512,846,-1092,170
"2026-03-15",13,19665,"A",23679,19227,3798,6606,0,21504,0,287,5400,721,352,-1013,155,203,-1022,141,758,-1092,196
"2026-03-15",14,20163,"A",24076,19486,4043,6606,190,21504,0,185,5158,706,313,-1014,91,203,-1022,82,750,-1092,200
"2026-03-15",15,20584,"A",25181,19861,4195,6606,1107,21504,0,966,5146,1166,854,-917,1,203,-1022,7,788,-1092,200
"2026-03-15",16,20503,"A",25133,19759,4347,6606,2384,21504,0,982,5120,1212,906,-906,0,202,-1022,-28,795,-1092,200
"2026-03-15",17,20555,"A",25317,19737,4395,6606,3702,21504,0,916,5016,1482,984,-888,0,203,-863,-403,981,-1092,200
"2026-03-15",18,20684,"A",25514,19789,4443,6606,4650,21504,0,916,5218,1507,991,-886,0,202,-850,-483,997,-1095,201
"2026-03-15",19,21064,"A",25305,19981,4579,6606,5755,21504,0,856,5018,1505,991,-545,0,203,-278,-866,996,-1096,200
"2026-03-15",20,21011,"A",25135,19810,4715,6606,6710,21504,0,762,4690,1504,991,-504,0,203,-235,-931,997,-1092,200
"2026-03-15",21,21077,"A",24348,19693,4831,6606,7243,21504,0,761,4253,1503,991,143,0,198,130,-1070,996,-840,196
"2026-03-15",22,20868,"A",24101,19417,4947,6606,7696,21504,0,749,4064,1502,991,167,0,90,156,-1069,996,-815,68
"2026-03-15",23,21268,"A",24087,19910,5033,6606,7469,21504,0,750,3959,1219,974,106,0,0,171,-730,979,-710,-29
"2026-03-15",24,21917,"A",24643,20495,5119,6606,6910,21504,0,752,4008,1193,972,102,0,0,172,-675,977,-699,20
"2026-03-15",25,23015,"A",25714,21748,5124,6606,6377,21504,0,740,4415,1268,972,-110,0,0,60,-609,994,-640,68
"2026-03-15",26,23946,"A",26649,22628,5129,6606,5913,21504,0,739,4693,1277,972,-128,0,0,52,-600,997,-636,129
"2026-03-15",27,25128,"A",27838,23824,5116,6606,4431,21504,0,739,5303,1450,990,227,0,0,177,-598,996,-773,124
"2026-03-15",28,25820,"A",28531,24507,5102,6606,3494,21504,0,736,4873,1468,992,264,0,0,186,-588,997,-787,215
"2026-03-15",29,26558,"A",29114,25202,5078,6606,3146,21504,0,741,4971,1499,991,548,38,0,465,-428,996,-787,250
"2026-03-15",30,26638,"A",29045,25272,5053,6606,2790,21504,0,641,4741,1503,992,569,1,0,485,-381,996,-785,250
"2026-03-15",31,26924,"A",28517,25473,4986,6606,2703,21504,0,327,4802,1503,991,378,8,0,198,-6,996,-660,250
"2026-03-15",32,27933,"A",29206,26696,4919,6606,2423,21504,0,36,5629,1503,992,360,228,0,178,73,996,-637,250
"2026-03-15",33,29012,"A",29711,27461,4869,6606,1973,21504,0,12,5171,1502,992,-87,237,54,660,443,996,129,227
"2026-03-15",34,29870,"A",30586,28221,4819,6606,1411,21504,0,12,5267,1502,992,-104,88,14,697,521,996,211,90
"2026-03-15",35,31164,"A",31817,29279,4691,6606,726,21504,0,9,4991,1438,982,216,-30,0,494,892,985,869,-14
"2026-03-15",36,32089,"A",32983,30034,4563,6606,171,21504,0,9,4748,1428,982,251,-143,0,479,970,984,937,-142
"2026-03-15",37,32748,"A",33844,30699,4377,6606,0,21504,0,9,4762,1080,968,392,-200,0,306,1342,994,1366,-287
"2026-03-15",38,33180,"A",34450,31091,4190,6606,0,21504,0,10,5155,1047,967,403,-228,0,297,1380,996,1407,-432
"2026-03-15",39,33291,"A",34728,31037,4143,6606,0,21504,0,8,4745,1462,990,498,-316,0,945,1107,996,1423,-513
"2026-03-15",40,32523,"A",33980,30261,4096,6606,0,21504,0,5,4646,1501,992,502,-339,0,997,1043,996,1424,-513
"2026-03-15",41,31472,"A",32861,29228,4109,6606,0,21504,0,10,4525,1501,983,468,-265,0,993,672,995,1425,-514
"2026-03-15",42,30643,"A",32070,28447,4121,6606,0,21504,0,11,4536,1501,982,455,-303,0,993,594,995,1421,-513
"2026-03-15",43,29205,"A",30798,27143,4158,6606,0,21504,0,9,4831,1484,969,-336,-184,0,607,224,979,1138,-464
"2026-03-15",44,28433,"A",30086,26464,4195,6606,0,21504,0,49,4752,1481,968,-398,-198,0,569,146,969,1100,-408
"2026-03-15",45,26400,"A",28741,24668,4179,6606,0,21504,0,370,4779,1338,951,-506,-74,0,-240,-230,568,600,-321
"2026-03-15",46,25271,"A",28116,23730,4162,6606,0,21504,0,818,5170,1323,945,-510,0,0,-311,-309,532,544,-297
"2026-03-15",47,24239,"A",27331,22722,4166,6606,0,21504,0,844,5022,1361,681,-508,0,0,-109,-690,522,43,-341
"2026-03-15",48,23614,"A",26767,22094,4169,6606,0,21504,0,842,4894,1363,656,-508,0,0,-94,-770,522,1,-339
"2026-03-16",1,23742,"A",27031,22196,4167,6606,0,21504,0,731,4742,1212,662,-377,0,0,17,-1157,629,275,-424
"2026-03-16",2,24286,"A",27540,22720,4164,6606,0,21504,0,744,4737,1197,664,-363,0,0,25,-1216,639,297,-331
"2026-03-16",3,24144,"A",27740,22666,4119,6606,0,21504,0,820,5045,1316,756,-294,0,0,207,-1236,621,-236,-410
"2026-03-16",4,23304,"A",27200,21926,4073,6606,0,21504,0,991,4855,1328,765,-287,-11,0,220,-1239,619,-281,-487
"2026-03-16",5,22790,"A",26437,21427,3989,6606,0,21504,0,777,4642,1419,737,-297,-117,0,-105,-1239,583,20,-512
"2026-03-16",6,22831,"A",26393,21495,3905,6606,0,21504,0,711,4672,1429,737,-298,-73,0,-128,-1239,581,39,-513
"2026-03-16",7,22359,"A",26625,21179,3810,6606,0,21504,0,692,4843,1428,903,-443,-121,0,-122,-1240,715,-535,-513
"2026-03-16",8,22048,"A",26253,20868,3714,6606,0,21504,0,575,4732,1425,919,-455,-162,0,-122,-1240,723,-589,-462
"2026-03-16",9,21548,"A",26350,20461,3679,6606,0,21504,0,595,5067,1082,919,-852,-28,0,-598,-1240,495,-573,-316
"2026-03-16",10,21496,"A",26223,20282,3643,6606,0,21504,0,456,4980,1046,911,-884,0,0,-634,-1238,475,-565,-350
"2026-03-16",11,22084,"A",26087,20793,3603,6606,0,21504,0,387,5113,761,380,-584,0,0,-699,-1198,500,-174,-361
"2026-03-16",12,22899,"A",26750,21588,3563,6606,0,21504,0,286,5427,736,334,-561,-13,-14,-694,-1167,501,-134,-382
"2026-03-16",13,25642,"A",27843,24117,3512,6606,1,21504,0,58,5114,1146,549,-181,-140,-141,108,-779,409,64,-302
"2026-03-16",14,27489,"A",29950,25777,3460,6606,134,21504,0,15,5044,1185,575,-152,-292,-293,185,-698,410,92,-411
"2026-03-16",15,30017,"A",32327,27982,3419,6606,651,21504,0,10,4516,1456,956,70,-428,-443,933,-318,949,711,-511
"2026-03-16",16,31277,"A",33633,29026,3378,6606,1423,21504,0,11,4368,1481,992,112,-452,-531,997,-249,996,768,-513
"2026-03-16",17,32278,"A",34418,29952,3402,6606,2289,21504,0,9,4463,1500,992,926,-451,-531,997,-36,996,729,-513
"2026-03-16",18,32249,"A",34359,29776,3426,6606,3296,21504,0,13,4474,1501,992,1002,-451,-531,997,4,997,728,-515
"2026-03-16",19,31905,"A",34013,29276,3419,6606,4566,21504,0,13,4443,1501,992,1002,-451,-531,1015,124,997,966,-513
"2026-03-16",20,31270,"A",33375,28748,3412,6606,4962,21504,0,15,4591,1501,992,1002,-451,-526,1016,118,996,989,-513
"2026-03-16",21,31164,"A",33411,28750,3531,6606,5037,21504,0,7,4447,1501,992,1002,-451,-419,1016,-257,997,989,-513
"2026-03-16",22,30959,"A",33066,28606,3649,6606,5246,21504,0,12,4424,1501,992,1003,-397,-268,1016,-302,997,989,-528
"2026-03-16",23,30849,"A",32520,28459,3695,6606,5669,21504,0,14,4202,1501,992,1002,-358,-117,1016,-131,996,989,-451
"2026-03-16",24,30881,"A",32090,28520,3741,6606,5205,21504,0,13,4114,1502,992,1001,-210,-5,1016,-82,997,989,-299
"2026-03-16",25,31089,"A",31970,28891,3696,6606,5125,21504,0,12,4189,1501,992,1002,-121,0,1016,291,997,989,-148
"2026-03-16",26,31621,"A",32309,29375,3651,6606,4731,21504,0,12,4237,1502,992,1001,-76,0,1016,370,997,989,1
"2026-03-16",27,31877,"A",32567,29779,3596,6606,3460,21504,0,11,4346,1502,992,1001,-79,0,1016,740,997,989,114
"2026-03-16",28,32407,"A",33025,30218,3541,6606,3072,21504,0,10,4257,1499,992,1002,-8,0,1016,818,997,989,200
"2026-03-16",29,32746,"A",33356,30572,3476,6606,2758,21504,0,10,4570,1046,992,1001,0,0,998,1189,997,989,200
"2026-03-16",30,32899,"A",33509,30730,3410,6606,2369,21504,0,10,4805,1004,992,1002,0,0,996,1252,997,989,200
"2026-03-16",31,33339,"A",33948,31218,3373,6606,2063,21504,0,9,4995,1004,992,1002,0,0,996,1378,997,1015,200
"2026-03-16",32,34250,"A",34857,32138,3335,6606,1572,21504,0,7,5173,1017,992,903,0,0,983,1397,997,985,130
"2026-03-16",33,34646,"A",35844,32536,3404,6606,1192,21504,0,4,5255,1882,992,-494,-12,0,108,1397,997,-88,4
"2026-03-16",34,35662,"A",37228,33472,3472,6606,729,21504,0,7,5102,2000,986,-606,-71,0,26,1397,995,-219,-63
"2026-03-16",35,36018,"A",38671,33731,3554,6606,348,21504,0,6,5354,1576,628,-710,54,0,-602,1397,939,-735,38
"2026-03-16",36,37112,"A",39861,34853,3636,6606,109,21504,0,2,5249,1484,593,-718,28,0,-652,1397,924,-777,35
"2026-03-16",37,37259,"A",39228,34980,3723,6606,0,21504,0,1,5305,101,462,-649,114,0,-383,1397,337,-303,-33
"2026-03-16",38,36712,"A",38800,33912,3809,6606,0,21504,0,1,5144,-50,453,-644,26,55,-364,1397,287,-257,-172
"2026-03-16",39,36548,"A",39044,34288,3896,6606,0,21504,0,1,5439,815,678,-841,-64,14,-491,1397,332,-181,-318
"2026-03-16",40,35734,"A",38352,33627,3982,6606,0,21504,0,1,5604,925,698,-856,-147,0,-500,1374,337,-178,-336
